,Delivery_person_Age,Delivery_person_Ratings,Weatherconditions,Road_traffic_density,Vehicle_condition,multiple_deliveries,Time_taken(min),Distance(kms),Type_of_order_Drinks ,Type_of_order_Meal ,Type_of_order_Snack ,Type_of_vehicle_electric_scooter ,Type_of_vehicle_motorcycle ,Type_of_vehicle_scooter ,Festival_No ,Festival_Yes ,City_Metropolitian ,City_Semi-Urban ,City_Urban 
44533,31.0,4.5,4,3,2.0,1.0,43.0,13.94371116839474,0,1,0,0,1,0,1,0,1,0,0
44534,32.0,4.5,0,1,1.0,0.0,23.0,6.198357357933919,0,1,0,0,1,0,1,0,1,0,0
44535,25.0,4.9,3,3,1.0,1.0,21.0,4.589006535756058,0,0,1,0,1,0,1,0,0,0,1
44536,29.0,4.9,4,2,1.0,0.0,29.0,1.5269331229167933,0,0,0,0,1,0,1,0,0,0,1
44537,27.0,4.9,4,1,1.0,1.0,17.0,13.591000472238147,0,1,0,0,0,1,1,0,1,0,0
44538,37.0,5.0,4,2,0.0,1.0,35.0,3.0205717457500154,0,1,0,0,1,0,1,0,1,0,0
44539,23.0,4.9,5,3,2.0,0.0,10.0,4.587554339065332,1,0,0,0,0,1,0,0,1,0,0
44540,28.0,4.6,1,0,2.0,0.0,13.0,1.5073058766176592,0,0,0,1,0,0,1,0,1,0,0
44541,20.0,4.5,1,0,0.0,0.0,24.0,1.5296079435702281,0,1,0,0,1,0,1,0,0,0,1
44542,30.0,4.8,4,3,1.0,0.0,27.0,11.968223119507524,0,0,1,0,1,0,1,0,1,0,0
44543,38.0,4.9,4,0,2.0,1.0,22.0,19.72955857320923,1,0,0,0,1,0,1,0,1,0,0
44544,29.0,4.8,0,3,2.0,1.0,16.0,19.659201515977184,0,1,0,1,0,0,1,0,1,0,0
44545,39.0,4.3,3,1,2.0,1.0,33.0,10.421014068585688,1,0,0,0,1,0,1,0,1,0,0
44546,27.0,4.6,2,0,1.0,1.0,12.0,2.9278802628095852,0,0,0,0,0,1,1,0,1,0,0
44547,25.0,4.0,2,0,0.0,1.0,25.0,9.20390092914621,0,0,0,0,1,0,1,0,0,0,0
44548,34.0,4.6,3,2,1.0,0.0,32.0,6.2194302015666025,0,0,1,0,1,0,1,0,1,0,0
44549,38.0,4.7,4,0,1.0,1.0,28.0,3.0985497268424815,1,0,0,0,0,1,1,0,1,0,0
44550,26.0,4.1,1,3,2.0,1.0,40.0,20.243374750877322,0,1,0,1,0,0,1,0,1,0,0
44551,26.0,4.6,1,3,0.0,1.0,38.0,19.93892801056676,0,0,1,0,1,0,1,0,1,0,0
44552,32.0,4.7,0,0,2.0,1.0,18.0,3.067770561072821,0,0,0,1,0,0,1,0,1,0,0
44553,23.0,4.6,2,0,1.0,0.0,12.0,1.53411592989738,0,1,0,0,1,0,1,0,1,0,0
44554,28.0,4.9,1,3,1.0,1.0,27.0,9.107284201919228,0,1,0,0,1,0,1,0,1,0,0
44555,34.0,4.8,2,1,2.0,0.0,24.0,19.340757604690868,0,0,1,0,0,1,1,0,1,0,0
44556,29.0,4.5,4,3,2.0,1.0,24.0,4.553679120746387,1,0,0,0,0,1,1,0,1,0,0
44557,32.0,4.1,4,3,1.0,1.0,38.0,20.049770683194055,0,0,0,0,0,1,1,0,1,0,0
44558,21.0,5.0,2,1,0.0,1.0,28.0,4.647989396386271,0,0,1,0,1,0,1,0,0,0,1
44559,26.0,4.7,5,0,2.0,0.0,10.0,2.9281202584031756,1,0,0,0,1,0,1,0,0,0,1
44560,35.0,5.0,0,0,0.0,1.0,29.0,1.5492898314665542,1,0,0,0,1,0,1,0,1,0,0
44561,29.0,4.5,0,0,1.0,0.0,12.0,7.757102346541481,0,0,0,0,0,1,1,0,1,0,0
44562,39.0,4.9,1,0,0.0,2.0,42.0,10.686261979646481,1,0,0,0,1,0,0,1,1,0,0
44563,25.0,4.6,5,3,2.0,1.0,25.0,12.393068064322298,1,0,0,0,0,1,1,0,1,0,0
44564,33.0,5.0,4,0,1.0,1.0,20.0,16.872734408010622,0,0,0,0,0,1,1,0,1,0,0
44565,27.0,4.6,2,3,2.0,0.0,11.0,9.061623571511753,0,0,0,1,0,0,1,0,0,0,1
44566,26.0,4.6,3,0,1.0,1.0,10.0,8.94252216432415,0,1,0,0,0,1,1,0,0,0,1
44567,29.0,4.5,0,0,2.0,0.0,32.0,10.847227288462221,0,0,1,0,0,1,1,0,1,0,0
44568,22.0,4.7,3,0,2.0,0.0,19.0,3.0359488095300162,0,1,0,0,0,1,1,0,1,0,0
44569,28.0,4.9,3,0,1.0,1.0,25.0,10.859028405381666,0,0,1,0,0,1,1,0,1,0,0
44570,20.0,4.6,4,1,2.0,1.0,29.0,9.414207472710384,1,0,0,0,1,0,1,0,1,0,0
44571,33.0,4.0,1,2,0.0,0.0,32.0,3.0553157793778154,0,0,1,0,1,0,1,0,0,0,0
44572,26.0,4.8,5,1,2.0,1.0,29.0,10.983241696284242,0,1,0,0,0,1,1,0,1,0,0
44573,39.0,5.0,5,1,1.0,1.0,22.0,12.271798836615678,1,0,0,0,0,1,1,0,1,0,0
44574,20.0,4.7,0,0,1.0,1.0,21.0,1.5492757589011077,0,0,1,0,1,0,1,0,1,0,0
44575,31.0,4.5,0,0,0.0,0.0,24.0,7.845173108613386,0,1,0,0,1,0,1,0,0,0,1
44576,28.0,4.6,4,1,2.0,1.0,24.0,9.414207472710384,0,1,0,1,0,0,1,0,0,0,1
44577,28.0,4.8,1,1,0.0,1.0,38.0,16.79174975722801,0,1,0,0,1,0,1,0,1,0,0
44578,28.0,4.9,4,3,2.0,0.0,10.0,7.787082049250873,1,0,0,0,0,1,1,0,0,0,1
44579,28.0,4.4,0,3,0.0,1.0,46.0,7.551253060545481,0,1,0,0,1,0,1,0,1,0,0
44580,33.0,4.7,0,1,0.0,1.0,26.0,4.602180090266072,0,1,0,0,1,0,1,0,0,0,1
44581,30.0,4.1,2,3,1.0,0.0,40.0,19.659044411801727,0,0,1,0,1,0,1,0,1,0,0
44582,38.0,5.0,1,3,0.0,0.0,44.0,10.859486478314285,1,0,0,0,1,0,1,0,1,0,0
44583,30.0,3.6,5,1,1.0,0.0,33.0,19.941319238627205,0,0,0,0,1,0,1,0,1,0,0
44584,37.0,4.9,2,3,2.0,1.0,25.0,13.203639003549364,0,1,0,0,0,1,1,0,0,0,1
44585,30.0,4.9,3,0,0.0,1.0,24.0,4.672188841680624,0,0,0,0,1,0,1,0,1,0,0
44586,23.0,5.0,2,3,0.0,0.0,37.0,20.211944745235332,0,0,0,0,1,0,1,0,1,0,0
44587,21.0,4.8,0,0,1.0,1.0,28.0,12.32771335268161,1,0,0,0,0,1,1,0,1,0,0
44588,35.0,3.7,2,3,1.0,1.0,42.0,10.845954196990009,0,0,0,0,1,0,1,0,1,0,0
44589,28.0,4.9,3,3,0.0,1.0,27.0,7.748168037038757,0,1,0,0,1,0,1,0,0,0,1
44590,30.0,4.8,5,3,0.0,1.0,40.0,17.044365213727133,1,0,0,0,1,0,1,0,1,0,0
44591,28.0,5.0,1,3,0.0,0.0,40.0,12.271766441096053,0,1,0,0,1,0,1,0,1,0,0
44592,37.0,5.0,2,0,1.0,0.0,21.0,10.983241696284242,0,0,0,0,1,0,1,0,1,0,0
44593,34.0,4.2,5,2,0.0,1.0,39.0,6.197305829662236,0,0,1,0,1,0,1,0,1,0,0
44594,20.0,4.8,1,0,2.0,1.0,27.0,12.43898094828522,0,1,0,0,0,1,1,0,1,0,0
44595,34.0,4.6,3,3,2.0,2.0,49.0,17.25937671693666,0,1,0,0,0,1,0,1,1,0,0
44596,27.0,4.9,0,0,1.0,0.0,24.0,1.5297261615219055,0,1,0,0,0,1,1,0,1,0,0
44597,29.0,4.5,2,0,1.0,1.0,15.0,1.5495023088967608,0,1,0,0,1,0,1,0,1,0,0
44598,37.0,4.6,5,0,2.0,0.0,26.0,9.061127494751885,0,0,0,0,1,0,1,0,1,0,0
44599,37.0,4.6,0,1,2.0,0.0,27.0,16.873028456138552,0,1,0,0,0,1,1,0,0,0,1
44600,37.0,4.6,0,3,1.0,1.0,20.0,13.661195168528984,0,1,0,0,1,0,1,0,1,0,0
44601,33.0,4.6,1,3,2.0,0.0,27.0,7.670319505130879,0,0,0,0,1,0,1,0,1,0,0
44602,35.0,4.9,3,3,1.0,2.0,39.0,9.04126320780773,1,0,0,0,1,0,1,0,1,0,0
44603,35.0,4.9,0,0,2.0,0.0,11.0,3.0988117968076545,1,0,0,0,0,1,1,0,1,0,0
44604,21.0,5.0,5,0,1.0,0.0,13.0,3.0681042076743528,1,0,0,0,0,1,1,0,1,0,0
44605,22.0,4.7,2,2,2.0,0.0,10.0,6.028889249813657,0,1,0,0,1,0,1,0,0,0,1
44606,28.0,4.6,5,0,2.0,0.0,15.0,3.0680253753423994,0,0,1,1,0,0,1,0,1,0,0
44607,37.0,4.7,0,0,2.0,0.0,17.0,9.107215808103962,0,0,0,0,0,1,1,0,1,0,0
44608,30.0,4.5,1,3,2.0,1.0,29.0,9.24631528850524,1,0,0,1,0,0,1,0,1,0,0
44609,26.0,4.6,1,0,1.0,1.0,20.0,16.635239139962547,0,0,0,0,0,1,1,0,1,0,0
44610,28.0,4.7,3,0,2.0,1.0,23.0,19.6372574662733,0,1,0,1,0,0,1,0,1,0,0
44611,25.0,4.8,1,0,0.0,0.0,21.0,17.10286266166346,1,0,0,0,1,0,1,0,0,0,1
44612,25.0,4.1,5,0,0.0,1.0,24.0,1.512534552272814,1,0,0,0,1,0,1,0,1,0,0
44613,25.0,5.0,0,1,1.0,0.0,12.0,6.276138627413788,1,0,0,0,1,0,1,0,0,0,0
44614,23.0,4.5,0,3,2.0,1.0,16.0,17.043078203708387,0,0,1,0,0,1,1,0,0,0,1
44615,31.0,4.3,1,1,0.0,1.0,34.0,9.177365744557306,0,0,1,0,1,0,1,0,1,0,0
44616,24.0,4.2,5,2,0.0,0.0,33.0,6.219648199737593,0,0,0,0,1,0,1,0,1,0,0
44617,24.0,4.9,2,1,1.0,1.0,21.0,9.297331162509339,0,0,0,0,0,1,1,0,1,0,0
44618,26.0,4.7,5,0,1.0,1.0,11.0,1.5491932644163453,0,0,1,0,0,1,1,0,1,0,0
44619,28.0,4.2,4,0,0.0,1.0,29.0,1.5341913598609305,1,0,0,0,1,0,1,0,1,0,0
44620,21.0,4.8,2,1,1.0,0.0,21.0,12.396903135321507,0,1,0,0,0,1,1,0,0,0,1
44621,38.0,4.6,1,1,0.0,0.0,40.0,16.873347387885726,0,0,0,0,1,0,1,0,1,0,0
44622,35.0,4.6,3,1,2.0,0.0,16.0,6.197250523008698,0,0,0,0,0,1,1,0,1,0,0
44623,28.0,2.7,0,0,1.0,1.0,35.0,16.696341060624416,0,1,0,0,0,1,1,0,1,0,0
44624,39.0,4.5,2,1,0.0,1.0,30.0,9.204085391850024,1,0,0,0,1,0,1,0,1,0,0
44625,30.0,4.7,4,0,2.0,1.0,26.0,20.141430602265977,0,0,0,1,0,0,1,0,0,0,1
44626,37.0,4.9,0,1,1.0,1.0,24.0,7.757102346541481,0,1,0,0,0,1,1,0,1,0,0
44627,36.0,4.8,1,3,2.0,1.0,32.0,9.203394311041274,0,1,0,0,0,1,1,0,1,0,0
44628,21.0,4.8,5,1,0.0,1.0,21.0,9.203411138984023,1,0,0,0,1,0,1,0,0,0,1
44629,33.0,4.5,1,1,0.0,1.0,42.0,20.39744277518833,0,0,0,0,1,0,1,0,1,0,0
44630,27.0,4.8,3,1,0.0,1.0,28.0,4.588800255832845,0,0,1,0,1,0,1,0,1,0,0
44631,26.0,4.1,4,0,0.0,1.0,16.0,3.099008540165536,0,0,0,0,1,0,1,0,0,0,1
44632,28.0,4.9,3,2,2.0,1.0,20.0,1.5493596705178603,1,0,0,0,0,1,1,0,1,0,0
44633,27.0,4.2,3,3,2.0,2.0,36.0,13.563842438682842,0,1,0,0,0,1,1,0,1,0,0
44634,29.0,4.5,1,0,0.0,0.0,38.0,20.13861953460676,0,0,0,0,1,0,1,0,1,0,0
44635,21.0,4.7,2,3,1.0,0.0,16.0,10.57160040591472,0,0,0,0,1,0,1,0,0,0,1
44636,20.0,4.9,0,0,2.0,0.0,20.0,3.1098841879566055,0,0,0,1,0,0,1,0,0,0,1
44637,29.0,4.6,3,3,0.0,1.0,38.0,12.438457015455342,1,0,0,0,1,0,1,0,1,0,0
44638,29.0,4.5,3,1,2.0,1.0,34.0,16.949079287487923,0,1,0,0,1,0,1,0,1,0,0
44639,37.0,4.8,4,0,2.0,1.0,25.0,1.5690347154047222,0,0,1,0,1,0,1,0,1,0,0
44640,23.0,4.8,0,3,0.0,1.0,21.0,14.015996006955204,1,0,0,0,1,0,1,0,1,0,0
44641,38.0,4.3,4,3,1.0,1.0,38.0,16.69539736717666,0,0,1,0,0,1,1,0,1,0,0
44642,29.0,4.5,2,1,0.0,1.0,26.0,6.276138627413788,0,0,1,0,1,0,1,0,1,0,0
44643,27.0,4.2,4,0,0.0,1.0,16.0,1.5103782350769634,1,0,0,0,1,0,1,0,0,0,1
44644,36.0,4.6,0,3,1.0,1.0,23.0,9.204085391850024,0,0,1,0,1,0,1,0,1,0,0
44645,28.0,4.2,4,0,0.0,1.0,23.0,3.0989295974575466,0,1,0,0,1,0,1,0,0,0,1
44646,32.0,4.8,4,0,2.0,0.0,24.0,2.973229671205851,0,0,0,0,0,1,1,0,1,0,0
44647,38.0,4.6,0,0,2.0,1.0,18.0,19.37233553755345,0,0,0,0,0,1,1,0,1,0,0
44648,22.0,4.5,2,0,1.0,0.0,19.0,20.828343664778302,1,0,0,0,0,1,1,0,1,0,0
44649,27.0,4.6,0,0,0.0,1.0,14.0,4.4884457269918245,0,1,0,0,1,0,1,0,0,0,0
44650,24.0,4.8,5,1,1.0,1.0,17.0,20.137065622347315,1,0,0,0,1,0,1,0,1,0,0
44651,25.0,4.7,3,2,1.0,1.0,23.0,6.197901026723876,0,1,0,0,1,0,1,0,1,0,0
44652,23.0,4.6,3,0,1.0,1.0,14.0,3.1380694073889375,0,0,1,0,1,0,1,0,1,0,0
44653,23.0,4.8,3,1,0.0,1.0,43.0,10.550164239141058,0,0,1,0,1,0,1,0,1,0,0
44654,25.0,4.7,1,3,1.0,0.0,20.0,7.845173108613386,0,0,0,0,0,1,1,0,0,0,1
44655,31.0,4.7,0,3,2.0,1.0,15.0,9.204136220811709,0,1,0,1,0,0,1,0,0,0,1
44656,29.0,4.8,4,0,1.0,1.0,15.0,13.173286318996718,0,0,1,0,1,0,1,0,1,0,0
44657,36.0,4.6,3,0,1.0,0.0,18.0,3.0986720501536995,1,0,0,0,1,0,1,0,1,0,0
44658,33.0,4.6,2,0,2.0,1.0,21.0,12.396234245113261,0,0,1,0,1,0,1,0,1,0,0
44659,30.0,4.7,0,3,2.0,0.0,15.0,4.707104052532131,0,1,0,0,0,1,1,0,1,0,0
44660,21.0,4.6,0,3,1.0,0.0,22.0,13.592609748364795,0,0,0,0,0,1,1,0,1,0,0
44661,34.0,4.7,0,3,1.0,1.0,19.0,20.828343664778302,0,0,0,0,0,1,1,0,0,0,1
44662,21.0,4.2,4,0,0.0,1.0,22.0,3.0559602152009226,0,1,0,0,1,0,1,0,1,0,0
44663,20.0,4.8,0,3,2.0,1.0,16.0,13.99363480725943,0,0,0,0,0,1,1,0,0,0,1
44664,25.0,4.6,3,3,0.0,0.0,20.0,9.297357613567044,0,0,1,0,1,0,1,0,1,0,0
44665,28.0,4.8,3,0,1.0,0.0,12.0,4.707104052532131,1,0,0,0,1,0,1,0,0,0,1
44666,38.0,3.5,0,3,2.0,1.0,31.0,12.272430559996877,0,0,1,0,0,1,1,0,1,0,0
44667,24.0,4.6,2,3,0.0,1.0,34.0,13.463753530561974,1,0,0,0,1,0,1,0,1,0,0
44668,29.0,4.8,1,1,1.0,1.0,17.0,9.074464682010152,0,0,1,0,0,1,1,0,1,0,0
44669,35.0,4.7,0,1,0.0,1.0,25.0,16.577467522010476,0,1,0,0,1,0,1,0,0,0,1
44670,39.0,4.9,1,0,2.0,1.0,27.0,14.121309628180253,0,1,0,0,0,1,1,0,1,0,0
44671,26.0,4.7,5,1,2.0,1.0,28.0,13.942066201434983,0,0,0,0,0,1,1,0,1,0,0
44672,28.0,5.0,3,3,0.0,1.0,44.0,10.624920975782034,0,0,1,0,1,0,1,0,1,0,0
44673,37.0,4.6,1,0,0.0,1.0,23.0,7.439726105443744,0,1,0,0,1,0,1,0,0,0,0
44674,21.0,4.7,5,2,1.0,1.0,18.0,6.0290463677730175,0,0,1,0,1,0,1,0,1,0,0
44675,29.0,4.5,0,0,3.0,1.0,34.0,1.5491932644163453,0,0,0,0,0,1,1,0,1,0,0
44676,32.0,4.9,4,3,0.0,3.0,44.0,7.745931643123964,1,0,0,0,1,0,1,0,0,0,1
44677,27.0,4.6,4,3,2.0,0.0,24.0,7.5891604266051464,1,0,0,1,0,0,1,0,1,0,0
44678,22.0,4.7,1,1,2.0,1.0,15.0,9.061995111687455,1,0,0,0,1,0,1,0,0,0,1
44679,38.0,4.9,1,1,1.0,1.0,36.0,19.88209277733752,0,0,1,0,1,0,1,0,1,0,0
44680,26.0,4.9,4,0,0.0,1.0,18.0,12.090901301964697,0,1,0,0,1,0,1,0,0,0,1
44681,37.0,4.6,1,3,1.0,1.0,30.0,4.537508178520531,0,0,1,0,1,0,1,0,1,0,0
44682,34.0,3.6,2,3,1.0,1.0,33.0,16.585749572153546,1,0,0,0,1,0,1,0,1,0,0
44683,27.0,4.9,4,2,1.0,0.0,21.0,6.108440050157439,0,1,0,0,0,1,1,0,0,0,1
44684,21.0,4.9,4,3,2.0,1.0,27.0,9.414207472710384,0,0,1,1,0,0,1,0,1,0,0
44685,28.0,4.7,3,3,0.0,1.0,29.0,8.94250913266002,0,0,0,0,1,0,1,0,1,0,0
44686,32.0,4.7,1,2,1.0,1.0,27.0,5.868673729150113,0,0,0,0,1,0,1,0,1,0,0
44687,26.0,4.8,5,3,0.0,1.0,28.0,12.142680239882512,0,0,1,0,1,0,1,0,1,0,0
44688,32.0,4.0,4,3,0.0,1.0,39.0,12.142680239882512,0,1,0,0,1,0,1,0,1,0,0
44689,38.0,4.5,3,0,0.0,1.0,25.0,4.521130413570204,0,0,0,0,1,0,1,0,1,0,0
44690,33.0,4.8,1,1,1.0,0.0,16.0,7.647421636955068,0,1,0,0,0,1,1,0,1,0,0
44691,32.0,4.7,5,3,2.0,1.0,29.0,12.214263408161294,0,0,1,0,0,1,1,0,1,0,0
44692,23.0,4.5,2,3,2.0,1.0,26.0,10.41782944421622,0,0,0,1,0,0,1,0,1,0,0
44693,32.0,4.4,4,3,2.0,1.0,35.0,10.413406275388782,0,0,0,1,0,0,1,0,1,0,0
44694,29.0,4.5,3,3,1.0,1.0,33.0,17.042964394208248,0,1,0,0,1,0,1,0,1,0,0
44695,33.0,4.7,5,3,0.0,2.0,43.0,8.782857063235296,1,0,0,0,1,0,1,0,1,0,0
44696,31.0,4.6,2,1,2.0,0.0,27.0,6.198367825068711,0,0,0,1,0,0,1,0,1,0,0
44697,21.0,4.6,1,1,1.0,0.0,16.0,4.665092570655827,0,0,0,0,1,0,1,0,1,0,0
44698,26.0,4.1,5,0,0.0,0.0,23.0,4.521130413570204,0,0,0,0,1,0,1,0,1,0,0
44699,37.0,4.5,3,1,2.0,0.0,18.0,7.775027531729311,1,0,0,0,0,1,1,0,1,0,0
44700,28.0,4.3,3,3,1.0,1.0,40.0,19.85650618354499,1,0,0,0,0,1,1,0,1,0,0
44701,37.0,5.0,2,0,1.0,0.0,20.0,17.043819949243495,0,0,1,0,1,0,1,0,1,0,0
44702,37.0,4.5,0,1,2.0,1.0,23.0,10.983241696284242,0,1,0,1,0,0,1,0,1,0,0
44703,34.0,4.8,1,0,1.0,1.0,15.0,4.530782812019633,0,1,0,0,0,1,1,0,0,0,1
44704,27.0,4.9,5,3,1.0,1.0,17.0,7.43965135385974,0,0,0,0,1,0,1,0,1,0,0
44705,27.0,4.0,2,2,0.0,1.0,33.0,6.1977399151548,1,0,0,0,1,0,1,0,1,0,0
44706,33.0,4.9,0,1,1.0,0.0,22.0,19.880688906108812,0,0,0,0,1,0,1,0,0,0,1
44707,25.0,4.6,1,3,2.0,1.0,35.0,12.39516797402465,0,1,0,1,0,0,1,0,0,0,1
44708,24.0,4.3,3,3,1.0,1.0,36.0,20.39744277518833,1,0,0,0,0,1,1,0,1,0,0
44709,23.0,4.2,2,0,0.0,1.0,23.0,3.0985497268424815,0,1,0,0,1,0,1,0,0,0,1
44710,29.0,5.0,3,0,1.0,0.0,18.0,8.929739832567664,0,0,1,0,1,0,1,0,1,0,0
44711,27.0,4.1,5,0,0.0,1.0,20.0,7.5517872473184555,1,0,0,0,1,0,1,0,1,0,0
44712,21.0,5.0,0,3,0.0,1.0,22.0,17.102966201435645,0,1,0,0,1,0,1,0,1,0,0
44713,36.0,5.0,5,3,2.0,1.0,26.0,7.536105682491125,0,0,1,0,1,0,1,0,1,0,0
44714,22.0,4.8,2,0,1.0,0.0,14.0,2.976035478042477,0,0,0,0,1,0,1,0,1,0,0
44715,29.0,5.0,0,0,0.0,0.0,12.0,3.1380694073889375,0,1,0,0,1,0,1,0,0,0,1
44716,28.0,4.8,4,3,0.0,1.0,26.0,16.576886807242534,1,0,0,0,1,0,1,0,1,0,0
44717,33.0,4.6,5,0,0.0,1.0,26.0,12.394021743080922,0,0,1,0,1,0,1,0,0,0,1
44718,38.0,4.8,1,0,0.0,0.0,24.0,7.669130657924546,0,0,0,0,1,0,1,0,1,0,0
44719,22.0,4.7,3,0,0.0,1.0,17.0,9.32905608440423,0,0,1,0,1,0,1,0,0,0,1
44720,22.0,4.7,2,2,0.0,0.0,30.0,3.0592623831588446,0,1,0,0,1,0,1,0,1,0,0
44721,21.0,4.9,5,0,2.0,0.0,11.0,9.061623571511753,0,1,0,0,0,1,1,0,1,0,0
44722,33.0,4.2,5,0,0.0,1.0,26.0,1.5690347154047222,0,0,1,0,1,0,1,0,1,0,0
44723,31.0,4.5,0,3,2.0,1.0,29.0,10.846809182228291,0,0,1,0,1,0,1,0,1,0,0
44724,30.0,3.9,1,0,2.0,1.0,37.0,12.142680239882512,0,1,0,0,0,1,1,0,1,0,0
44725,39.0,4.7,4,3,1.0,1.0,25.0,8.976498036120937,1,0,0,0,1,0,1,0,1,0,0
44726,36.0,4.4,2,3,1.0,1.0,40.0,16.69649188209794,0,0,0,0,1,0,1,0,1,0,0
44727,35.0,5.0,3,0,1.0,0.0,18.0,1.5103503396968854,0,0,1,0,1,0,1,0,0,0,1
44728,29.0,4.5,0,0,3.0,1.0,16.0,4.654290210819338,0,1,0,0,0,1,1,0,1,0,0
44729,37.0,4.6,2,1,2.0,1.0,33.0,4.648820436755552,1,0,0,0,0,1,1,0,1,0,0
44730,22.0,4.8,4,3,2.0,1.0,23.0,19.939991178012804,1,0,0,0,0,1,1,0,1,0,0
44731,21.0,4.6,2,2,1.0,1.0,26.0,1.5412834408120626,1,0,0,0,0,1,1,0,1,0,0
44732,34.0,4.9,0,3,2.0,1.0,19.0,13.391515800863722,0,0,1,0,1,0,1,0,1,0,0
44733,31.0,4.6,5,2,0.0,1.0,33.0,5.984655930077059,0,1,0,0,1,0,1,0,1,0,0
44734,36.0,3.3,0,0,0.0,2.0,34.0,12.41043231825001,0,1,0,0,1,0,1,0,1,0,0
44735,20.0,4.7,1,0,2.0,0.0,15.0,4.602097317523556,1,0,0,0,0,1,1,0,1,0,0
44736,31.0,4.6,4,1,0.0,0.0,39.0,9.246103683049933,0,1,0,0,1,0,1,0,1,0,0
44737,21.0,4.8,4,0,1.0,1.0,19.0,7.747793362638613,1,0,0,0,1,0,1,0,1,0,0
44738,29.0,4.5,0,0,3.0,2.0,49.0,12.08243817971067,0,0,1,1,0,0,1,0,0,0,1
44739,34.0,4.5,0,1,1.0,1.0,28.0,12.395377352505006,1,0,0,0,1,0,1,0,0,0,1
44740,29.0,4.5,4,1,1.0,1.0,23.0,9.061162036854245,0,0,0,0,0,1,1,0,1,0,0
44741,29.0,4.9,0,0,2.0,1.0,20.0,4.553856650533593,1,0,0,0,1,0,1,0,1,0,0
44742,29.0,4.9,2,3,0.0,1.0,29.0,4.672145766121626,0,0,1,0,1,0,1,0,1,0,0
44743,35.0,4.7,1,0,0.0,1.0,20.0,7.590017577593779,1,0,0,0,1,0,1,0,1,0,0
44744,35.0,4.9,1,0,2.0,0.0,17.0,3.0148133247158118,0,0,0,0,1,0,1,0,1,0,0
44745,32.0,3.5,1,0,2.0,0.0,36.0,14.01587806846298,1,0,0,0,0,1,1,0,0,0,1
44746,29.0,4.5,0,1,2.0,1.0,17.0,20.13861953460676,1,0,0,1,0,0,1,0,1,0,0
44747,31.0,4.6,4,1,0.0,0.0,26.0,6.205285279769409,1,0,0,0,1,0,1,0,0,0,1
44748,27.0,4.5,2,0,2.0,1.0,18.0,7.7462119762407955,0,0,0,0,0,1,1,0,0,0,1
44749,28.0,4.5,3,3,0.0,1.0,29.0,9.20451275105084,0,1,0,0,1,0,1,0,1,0,0
44750,28.0,4.0,3,3,2.0,1.0,42.0,10.572153060832282,1,0,0,1,0,0,1,0,1,0,0
44751,35.0,4.6,1,0,0.0,1.0,28.0,1.51085666633745,0,0,0,0,1,0,1,0,0,0,1
44752,22.0,4.8,4,2,2.0,0.0,15.0,5.951895536674813,0,0,1,0,0,1,1,0,1,0,0
44753,24.0,4.8,3,0,1.0,1.0,27.0,10.550164239141058,0,0,0,0,0,1,1,0,1,0,0
44754,23.0,4.8,3,3,1.0,0.0,38.0,10.737260597764733,0,0,0,0,1,0,1,0,1,0,0
44755,31.0,4.9,3,3,0.0,2.0,49.0,10.55459489213191,0,0,0,0,1,0,0,1,1,0,0
44756,33.0,4.3,1,3,2.0,1.0,43.0,17.25937671693666,0,1,0,0,0,1,1,0,1,0,0
44757,39.0,3.9,5,3,2.0,2.0,36.0,12.082515888989535,0,0,1,0,1,0,1,0,1,0,0
44758,20.0,4.7,0,2,1.0,1.0,12.0,6.03183662266173,1,0,0,0,0,1,1,0,0,0,1
44759,38.0,4.2,3,2,1.0,1.0,33.0,1.5103952314750804,0,1,0,0,0,1,1,0,1,0,0
44760,23.0,4.8,1,1,0.0,0.0,23.0,9.074580779980996,0,1,0,0,1,0,1,0,1,0,0
44761,35.0,4.3,2,0,0.0,0.0,25.0,7.5891604266051464,0,0,0,0,1,0,1,0,1,0,0
44762,21.0,4.5,0,3,1.0,0.0,10.0,12.2228229117055,1,0,0,0,0,1,1,0,0,0,1
44763,35.0,4.6,5,3,2.0,1.0,27.0,10.983241696284242,0,0,1,0,0,1,1,0,1,0,0
44764,21.0,4.5,5,3,2.0,0.0,20.0,13.993119750005379,0,0,1,1,0,0,1,0,1,0,0
44765,30.0,4.6,3,3,0.0,0.0,46.0,10.686337988740375,0,0,1,0,1,0,1,0,0,1,0
44766,36.0,4.9,4,0,1.0,0.0,26.0,1.5340993371335307,1,0,0,0,0,1,1,0,0,0,1
44767,29.0,4.5,5,3,0.0,0.0,28.0,12.392594903405588,1,0,0,0,1,0,1,0,1,0,0
44768,25.0,4.6,2,3,1.0,1.0,25.0,17.103050518544617,0,0,1,0,0,1,1,0,1,0,0
44769,29.0,4.5,0,0,3.0,1.0,33.0,6.072052934816887,0,0,0,0,1,0,1,0,1,0,0
44770,37.0,4.8,5,0,2.0,1.0,28.0,1.5072987935606605,0,0,1,0,0,1,1,0,1,0,0
44771,33.0,4.8,3,0,2.0,0.0,17.0,4.588831209737105,0,0,1,0,0,1,1,0,1,0,0
44772,34.0,4.9,4,0,2.0,1.0,27.0,1.5238987685436576,0,0,1,0,1,0,1,0,1,0,0
44773,31.0,5.0,5,0,2.0,1.0,26.0,13.611101106406846,1,0,0,0,0,1,1,0,0,0,1
